name,Town/City
Asurion Europe Ltd,London
ASVSH ACCOUNTANCY SERVICES LTD,London
ASX Limited,London
AT Medics Limited,London
AT&T ISTEL,London
ATA Sunrays Ltd,London
ATC Brokers Ltd,London
ATC Live LLP,London
ATCO POWER GENERATION LTD,London
ATD Travel Services,London
Atelier One Ltd,London
ATELIER TECHNOLOGY LIMITED,London
Atelier Ten Limited,London
Athena Advisors,London
ATHLON LONDON LIMITED,LONDON
Atlantic Design Projects Limited,London
ATLANTIC EQUITIES SERVICE COMPANY LIMITED,London
ATLANTIC PROPERTY INVESTMENTS LTD t/a LA GOULETTE,LONDON
Atlantic Therapeutics,London
Atlantic-Pacific Capital Ltd,London
Atlantis Capital Management Limited,London
Atlas City Finance Limited,London
Atlas Fine Wines Ltd.,London
ATLAS INFRASTRUCTURE PARTNERS (UK) LTD,LONDON
Atlas Interactive Management Limited,London
Atlas Merchant Capital Holdings UK Limited,London
Atlas Residential Solutions Management UK Limited,London
Atmos Studio Limited,London
ATN  BANGLA UK LTD,LONDON
Atom Capital Limited,London
atom42,London
Atomico (UK) Partners LLP,London
Atos IT Services UK Ltd,London
ATPi Ltd,London
Atrium Underwriters Ltd,London
ATSUMI & SAKAI EUROPE LIMITED,London
Attain Health Management Services Ltd,London
Attend,London
Attestor Capital LLP,London
Attra Solutions Limited,London
attune UK Limited,London
Audemars Piguet (UK) Limited,London
Audience Loop Limited,London
Audio Network Limited,London
AudioCodes Europe Limited,London
Augentius (UK) Ltd,London
August Benefit Limited,London
Augusta Ventures LLP,London
Augustea Shipping Services Limited,London
Augustinian Sisters,London
Augustus Martin Ltd,London
Aukett Fitzroy Robinson Limited,London
AUKO Limited t/as Rare Architecture,London
Aurelia (Restaurant) Limited,London
Aurelia Skincare ltd,London
Aurelius Advisers Ltd,London
Aurelius Capital Management (UK) LLP,London
Aurelius Investments Limited,London
Auria Management (six),London
Auriemma Consulting UK Ltd,London
Auriga Consulting Ltd,London
Auris Tech Limited,London
Aurora Healthcare Communications Ltd,London
Aurora Orchestra,London
Auscript Limited,London
Ausin Group (UK) Limited,London
Austin Consultants Ltd,London
Australasian Recruitment Company Limited,London
Australia & New Zealand Banking Group Ltd,London
Australian Associated Press,London
AUSTRALIAN BROADCASTING CORPORATION,LONDON
Australian Business,London
Australian High Commission,London
Australiansuper (UK) Ltd,London
Authentic Word Ministries  UK,London
AUTOGRAPH SALES LIMITED,LONDON
Autolus Limited,London
Automata Technologies Limited,London
Automatik (UK) Limited,London
Automation Anywhere UK Limited,London
Automation Logic Limited,London
Automic Software Ltd,London
Autonomous Research LLP,London
Autonomy Service Company Limited,London
Autumnpaper Limited,London
Auxbridge Consulting Limited,London
AVA ENERGY LIMITED,LONDON
Ava Farmacy Limited,London
AVADO Learning Limited,London
Avalara Europe Limited,London
Avalon Capital Markets Limited,London
Avalon Entertainment Limited,London
Avaloq UK Ltd,London
Avanade UK Limited,London
Avance Consulting (Europe) Limited,London
AvantCredit of UK LLC,London
Avanti Architects Ltd,London
Avanti Communications Group Plc,London
Avascent UK Limited,London
Avatech (London) Limited,London
Avenir Digital Limited,London
AvePoint UK Ltd.,London
Averda UK Limited,London
Avex Classics International Inc.,London
AVG Technologies UK Limited,London
Aviation GSA UK Limited,London
Avic International Corporation (U.K) Limited,London
Avic International Holding Corporation,London
Avidety Limited,London
AVINEON EUROPE LIMITED,LONDON
Avington Financial Limited,London
Avitah Capital LLP,London
Aviva plc,London
AVR London,London
AVT Tea Services Limited,London
Award Apparel Limited,London
Awesomeness UK Ltd,London
Awin Ltd,London
AWK Services Limited,London
AWTG Limited,London
AXA Africa Specialty Risks Services Limited,London
"AXA Corporate Solutions Assurance, UK Branch",London
AXA Investement Managers Ltd,London
"AXA Partners S.A.S., UK Branch",London
AXA UK Plc,London
Axco Insurance Information Services Ltd,London
AXELOS Ltd,London
AxiCom Limited,London
Axiom Global Ltd,London
Axiom Software Solutions Limited,London
Axioma (UK) Limited,London
Axiomsl Limited,London
Axis Bank UK Ltd,London
AXIS PLUMBING UK LTD,LONDON
AXIS Specialty Europe SE,London
Axis12 Ltd,London
Axitan Limited,London
AXMentor Ltd,London
Axon Communications Inc.,London
Axonix Limited,London
Axonn Media Ltd,London
AXS Europe Limited,London
Axsai Technologies Ltd.,London
Axxeltrova,London
Ayanda Trading Ltd,London
AYGUN ALUMINIUM UK LTD,LONDON
Aylin White Ltd,London
Ayming UK Limited,London
ayondo markets Limited,London
Aytac Foods Limited,London
Ayu London Limited,London
Ayub Endodontics,London
AZCO INTERIORS LTD,LONDON
AZERBAIJAN AIRLINES CLOSED JOINT STOCK COMPANY,LONDON
A-Zero Environmental Architects,London
Azuma Foods UK Ltd.,London
Azumi Ltd T/A Zuma,London
Azur Limited t/a La Petite Maison,London
AZURIST LIMITED,LONDON
Azurite Trading Limited,London
B G (Retail) London Ltd,London
B Healthy Ltd,London
B Transfer Services Limited,London
B Zar UK Limited,London
B&H Building Contractors LTD,London
B.B. Energy Trading Ltd,London
B.C. STRATEGY UK LIMITED,London
B-612 UK Ltd.,London
Babajaan Ltd,London
Babcock & Wilcox Volund Limited,London
Babcock and Jenkins Ltd,London
BABOO WHOLESALE MEATS LTD,LONDON
Babylon Partners Limited,London
Bacardi Global Brands Ltd,London
Bacchanalia Ltd,London
Bacchus Capital Advisers Limited,London
BACKES & STRAUSS LIMITED,LONDON
Badalov UK Ltd.,London
Badenoch and Clark Limited,London
Badoo Limited,London
BAE Systems Plc,London
BAeHAL Software Limited,London
Bahamas Maritime Authority,London
Baily Garner LLP,London
BAIN & COMPANY INC.UK,LONDON
Bain Capital,London
Bainbridge (UK) Services Ltd,London
Baitul Aman Mosque & Cultural Centre,London
Baker & McKenzie LLP,London
Baker Botts (UK) LLP,London
Balance Performance Physiotherapy,London
Balbec Capital Limited,London
Balderton Capital (UK) LLP,London
BALDWIN ELECTRICAL COMPANY (ST.MARYLEBONE) LIMITED,LONDON
Balfour Beatty Civil Engineering Limited,London
Balfour Beatty Investments Ltd,London
Balfour Beatty Plc,London
Balfour Beatty Rail Limited,London
Balham Vineyard Church,London
Ballet Black,London
Ballet Black,London
Balli Holdings Limited,London
Bally Sunglass & optical Co. Ltd,London
Bally UK Sales Ltd,London
Balmond Studio,London
Balyasny Europe Asset Management LLP,London
Bamboo Limited,London
Bamfords Trust Plc,London
Banana Split PLC,London
Banca IMI S.p.A,London
Banco Bilbao Vizcaya Argentaria S.A.,London
BANCO DO BRASIL SA,LONDON
Banco Santander SA,London
Bancosta UK Limited,London
BANDAI NAMCO ENTERTAINMENT UK LTD,LONDON
BANDHAN WEDDING,LONDON
Bandstand UK Ltd,LONDON
Bang Edutainment Ltd,London
Bangkok Bank Public Company Ltd,London
Bangladesh High Commission and its subordinate offices in UK,London
Bank Indonesia,London
Bank Leumi (UK) plc,London
Bank Mandiri (Europe) Limited,London
BANK NEGARA MALAYSIA (LONDON REPRESENTATIVE OFFICE),LONDON
"Bank of America, N.A.",London
BANK OF BARODA,LONDON
Bank of Beirut (UK) Ltd,London
BANK OF CEYLON(UK) LTD,LONDON
Bank of China (UK) Limited,London
BANK OF CHINA INTERNATIONAL (UK) LIMITED,LONDON
"Bank of Communications Co., Limited London Branch",London
Bank of East Asia Limited,London
BANK OF ENGLAND,LONDON
Bank of India,London
BANK OF IRELAND,LONDON
Bank of Japan,London
Bank of London and The Middle East Plc,London
Bank Of Montreal,London
Bank of New York Mellon,London
Bank of Taiwan,London
Bank of the Philippine Islands (Europe) Plc,London
Bank Saderat Plc,London
Bank Sepah International PLC,London
Banking Standards Board,London
Banks Sadler,London
Banor Capital Limited,London
Banque Chaabi Du Maroc,London
BAPS Swaminarayan Sanstha,London
BARAGAIN LIMITED,LONDON
Barar & Associates,London
Barattieri Collective Limited,London
Barbados High Commission,London
Barbican Holdings UK Limited,London
BARCHESTER HEALTHCARE,LONDON
Barclays Bank PLC,London
Barclays Bank UK PLC,London
Barclays Services Limited,London
BARING ASSET MANAGEMENT LIMITED,LONDON
Baring Asset Management Limited,London
Baringa Partners LLP,London
Barings (U.K.) Limited,London
Barings Real Estate Advisers Europe LLP,London
BARKER LANGHAM LTD,LONDON
Barnaby Benson Ltd,London
Barnbrook Limited,London
Barndoc Healthcare Limited,London
BARNET SCAFFOLDING SERVICES T/A JDC SCAFFOLDING,LONDON
barrecore Ltd,London
Barrie Tankel Partnership Limited,London
Barrows London Limited,London
Baruch Enterprises Ltd,London
Barworks Ltd,London
Basch & Rameh LLP,London
Base 6 Limited,London
BaseballSoftballUK,London
BASHO MUSIC LTD,LONDON
Battersea Arts Centre,London
Battersea Power Station Development Company Limited,London
BATTLE MCCARTHY LIMITED,LONDON
Baupost Group International LLP,London
BAWAG P.S.K. INTERNATIONAL,LONDON
Bayar Hughes & Co,London
Bayforest Technologies Limited,London
Bayshore Capital Limited,London
Bazalgette Tunnel Limited,London
BB Brighton Ltd,London
BB Securities Ltd,London
BBD Perfect Storm (London) Limited,London
BBH Partners LLP,London
BBOXX Ltd,London
BC PARTNERS LLP,London
BCDH Capital Holding (UK) Limited,London
BCG Center for Knowledge & Analytics,London
BCG Digital Ventures,London
BCS Prime Brokerage Ltd,London
BD CHEM LTD T/A JUNCTION PHARMACY,LONDON
BD Network Ltd,London
BDO LLP,London
BDO Remit (UK) Ltd,London
BDP Management Services Ltd,London
"BDT & Company International, LLP",London
BDW Trading Limited (trading as Barratt London),London
Be Applied Ltd,London
BE Education Limited,London
Beach & Associates LTD,London
Beacon Rail Leasing Limited,London
Beaconbrands Limited,London
Beadmans LLP,London
Beamery Ltd,London
Beamray Ltd trading as Winkworth,London
BEAN PARTNERS FINANCE LIMITED,LONDON
Beara Beara Ltd,London
BearingPoint Limited,London
Beaufort Securities Limited,London
Beautycom UK Limited trading as Birchbox UK,London
BEAZLEY MANAGEMENT LIMITED,London
Bechtel Limited,London
Becker Professional Development International Limited,London
Beco Things,London
Begbies Chartered Accountants,London
Beggars Group Limited,London
Behavioural Insights Ltd,LONDON
Behavox Ltd.,London
BEHYPE LIMITED,London
Beijing Zhongguancun International Incubator Co.LTD,London
Belavia Belarusian Airlines,London
belgaum medical centre Ltd,London
Belgrave Capital Management Limited,London
Belize High Commission,London
Bell Integrated Communications Limited,London
Bell Lane Primary School & Children's Centre,London
Belle & Bunty Enterprises Limited,London
Bellecell Limited,London
Bellevue Place Education Trust,London
Belmond (UK) Limited,London
Below Zero London Ltd,London
Belsize Square Synagogue,London
Belstaff International Limited,London
BeMyEye Holdings Limited,London
Ben Adams Architects Limited,London
Ben Janssens Oriental Art Ltd.,London
BenevolentAI Ltd,London
Bengal Air Travel,London
Benihana UK  Ltd,London
Benjamin Hubert Ltd.,London
Benjamin Pharmacy Ltd,London
Bennetts Associates,London
BENTLEY & SKINNER (BOND STREET JEWELLERS) LIMITED,LONDON
Bentley Harrington Limited t/a UNILAD,London
Bentley Systems (UK) Ltd,London
Benugo Limited,London
Berendsen plc,London
Beringea LLP,London
Berjaya Vacation Club (UK) Limited,London
Berjaya Vacation Club (UK) Limited,London
BERKELEY ENERGY SERVICES LIMITED,LONDON
Berkeley Homes (Central London) Ltd,London
Berkeley Management Consultants,London
Berkeley Research Group (UK) Limited,London
Berkshire Capital Securities Ltd,London
Bernard Quaritch Ltd,London
BERNS BRETT LTD,LONDON
Berry Appleman and Leiden Limited,London
Bertha UK Ltd,London
Berwin Leighton Paisner,London
Bespoke Careers Management Limited,London
Bespoke Couture Limited,London
Bessemer Group (U.K.) Limited,London
Besso Insurance Group Limited,London
Best Response Media Ltd,London
Bestinvest (Holdings) Limited,London
Bestival Ltd.,London
BESTWAY INTERNATIONAL CHRISTIAN CENTRE,LONDON
"BestX, Ltd.",London
BETC London Limited,London
Betgenius Limited,London
BETHEL MINISTRIES TELUGU CHURCH,LONDON
BeTomorrow UK Limited,London
Betts Recruiting Limited,London
Beulah London Ltd,London
BEUMER Group UK Limited,London
Beverage Services Limited,London
BEYOND CREATIVE LIMITED,LONDON
Beyond Health Limited,London
BEYOND INTERNATIONAL SERVICES LTD,LONDON
Beyond the Deal LLP,London
BeyondAutism,London
BFC BANK LIMITED,LONDON
bfinance UK Limited,London
BG Infotech Ltd,London
BG&E Consulting Engineers Ltd,London
BGB WESTON LIMITED,LONDON
BGF Services Ltd,London
BGR Asset Management LLP,London
BGRS Global UK Limited,London
Bharatiya Vidya Bhavan,LONDON
BH-DG Systematic Trading LLP,London
BHP Billiton International Services Limited,London
Bhs Ltd,London
BIBA Medical Limited,London
Bibliotech Education Ltd,London
Bickerdike Allen Partners,London
Big Fish Design Ltd,London
Big Health Ltd,London
Big Ideas Group Ltd,London
Big Innovation Centre,London
BIG Partners Ltd,London
Big Radical,London
Big Society Capital Ltd,London
Big Spin Events Ltd,London
Big Win Philanthropy,London
Big Worldwide Ltd,London
Bijoy Youth Group,London
Bill & Melinda Gates Foundation,London
Bill Kenwright Ltd,London
Bill's Restaurants Ltd,London
Billy Chicago Ltd,London
BIMAN BANGLADESH AIRLINES,LONDON
Binning Limited,London
Bio Luminuex Health Care Limited,LONDON
Bioconstruct Newenergy LTD,London
Biogen Restaurant Limited,London
BioIndustry Association,London
Bioline Reagents Ltd,London
BioMarin (UK) Limited,London
Biotronics3D Limited,London
BIRCH GROVE PROPERTY SERVICES LTD,LONDON
Bircham Dyson Bell LLP,London
Bird & Bird LLP,London
Bird On The Wire Events,London
Birddog Ltd,London
Birkbeck College,London
Birlasoft (UK) Ltd,London
Bischell Construction Limited,London
Biscuit Filmworks UK,London
Bishop Challoner Federation of Schools,London
BISMILLAH HAJJ & UMRAH LTD,London
Bisset Adams,London
Bizeducate Limited,London
BJB Limited,London
BLACK AND BLUM LTD,LONDON
Black Book London Limited,London
Black Box Project Limited,London
Black Diamond Capital Management Limited,London
Black Mountain Systems Limited,London
Black Rock Programme Management Ltd,London
Black Sun Plc,London
Black Swan Data Limited,London
Black Tomato Ltd,London
Blackbaud Europe Ltd,London
BLACKBOARD (UK) LIMITED,London
Blackbridge Communications LTD,London
Blackhawk Network (UK) Ltd,London
Blackheath Cricket Club,London
Blackheath High School GDST,London
BlackLine Systems Limited,London
Blacklion Law LLP,London
BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,LONDON
Blacksheep Creatives Ltd.,London
BLACKSTONE PROPERTY MANAGEMENT LIMITED,LONDON
Blackthorn GRC Limited,London
BLAIN SOUTHERN LIMITED,LONDON
BLAIZ LIMITED,London
"Blake, Cassels & Graydon LLP",London
Blakehampton Business Services Ltd,London
Blakeney LLP,London
Blantyre Capital Limited,London
Blass Design LLP,London
Blast ! Films Ltd,London
Blast Design Limited,London
BLASTINGS NEWS LTD,LONDON
Blayze Consulting Group Limited,London
BLD Foundation Ltd,London
Blend Technology Consultants Ltd,London
BLENDCROSS LIMITED,LONDON
Blick Rothenberg Limited,London
B-Line Diamond Drilling Ltd,London
Blink Productions Limited,London
Blippar.com Ltd,London
BLIS MEDIA LIMITED,LONDON
Blis Media Limited,London
Bliss - The National Charity for the Newborn,London
Blissful Life Limited,London
Bloch.UK.Limited,London
Block Solutions Ltd,London
Block Universe CIC,London
Blockchain (GB) Limited,London
BlockEx Limited,London
BLOM BANK FRANCE,LONDON
Blondie Fashion Limited,London
Blood and Co Limited,London
Bloom and Wild Limited,London
Bloomberg LP,"London,"
Bloomon UK Ltd.,London
BloomReach UK Ltd,London
Bloomsbury Publishing Plc,London
Blow-Up Live Ltd,London
blowUP media UK LTD,LONDON
Blue Ant International Ltd,London
BLUE CARNATION UK LIMITED,LONDON
Blue Clothing Co Ltd,"London,"
Blue Cube (GB) Ltd,London
Blue Duck Education Ltd,London
BLUE HERON CATERING LIMITED T/A BANGALORE EXPRESS,LONDON
Blue Jeans Network Limited,London
Blue Latitude Network Ltd,London
Blue Marlin Brand Design Limited,London
Blue Mountain Capital Partners (London) LLP,London
Blue Mountain Theatre,London
Blue Ridge Partners Management Consulting (UK) Ltd,London
Blue Sky Hosting Ltd,London
Blue State Digital UK Limited,London
Blue Turtle Consulting UK Ltd,London
